time_s,time_ps,source_V,analytic_rx_V,tool_rx_V,tool_minus_analytic_V
1.0689999999999999e-09,1.0690000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-5.2449852402655947e-17,-5.2449852402655947e-17
1.0700000000000000e-09,1.0700000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-5.4307858880262098e-17,-5.4307858880262098e-17
1.0709999999999999e-09,1.0710000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-5.5628051046476558e-17,-5.5628051046476558e-17
1.0720000000000000e-09,1.0720000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.3433629710067689e-17,-2.3433629710067689e-17
1.0729999999999999e-09,1.0730000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.6988446010205165e-17,-4.6988446010205165e-17
1.0740000000000000e-09,1.0740000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.8531669064818230e-17,-3.8531669064818230e-17
1.0749999999999999e-09,1.0750000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.7175368143431565e-17,-3.7175368143431565e-17
1.0760000000000000e-09,1.0760000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.1992443686292555e-17,-3.1992443686292555e-17
1.0769999999999999e-09,1.0770000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.8331689045484308e-17,-2.8331689045484308e-17
1.0780000000000000e-09,1.0780000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.8235842468547883e-17,-1.8235842468547883e-17
1.0789999999999999e-09,1.0790000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.4502969098172400e-17,-2.4502969098172400e-17
1.0800000000000000e-09,1.0800000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.7577231861149858e-18,4.7577231861149858e-18
1.0809999999999999e-09,1.0810000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.0848404911265663e-17,-1.0848404911265663e-17
1.0820000000000000e-09,1.0820000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.5710454272287245e-17,-2.5710454272287245e-17
1.0829999999999999e-09,1.0830000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.4636729328554310e-17,-1.4636729328554310e-17
1.0840000000000000e-09,1.0840000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.2672399045259168e-17,1.2672399045259168e-17
1.0850000000000001e-09,1.0850000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.3761179505882011e-17,-3.3761179505882011e-17
1.0860000000000000e-09,1.0860000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.8607881836727413e-17,-1.8607881836727413e-17
1.0870000000000001e-09,1.0870000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,8.2207869516579847e-18,8.2207869516579847e-18
1.0880000000000000e-09,1.0880000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,5.0980844489169682e-17,5.0980844489169682e-17
1.0890000000000001e-09,1.0890000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.8771560368380026e-18,1.8771560368380026e-18
1.0900000000000000e-09,1.0900000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-8.2335533244792169e-18,-8.2335533244792169e-18
1.0910000000000001e-09,1.0910000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-8.1782950100751620e-18,-8.1782950100751620e-18
1.0920000000000000e-09,1.0920000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.5178830414797062e-18,1.5178830414797062e-18
1.0930000000000001e-09,1.0930000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.0680439604761998e-17,1.0680439604761998e-17
1.0939999999999999e-09,1.0940000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.4237060803172753e-17,-1.4237060803172753e-17
1.0950000000000000e-09,1.0950000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.5610706385517980e-17,-3.5610706385517980e-17
1.0959999999999999e-09,1.0960000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.4415794851715261e-17,-2.4415794851715261e-17
1.0970000000000000e-09,1.0970000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.9841384002280118e-17,-4.9841384002280118e-17
1.0979999999999999e-09,1.0980000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.9637309940604254e-17,-4.9637309940604254e-17
1.0990000000000000e-09,1.0990000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.5727798933245820e-17,-4.5727798933245820e-17
1.0999999999999999e-09,1.1000000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.3108369058322037e-17,-2.3108369058322037e-17
1.1010000000000000e-09,1.1010000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.6514369611187696e-17,-4.6514369611187696e-17
1.1019999999999999e-09,1.1020000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.8640089282066781e-17,-3.8640089282066781e-17
1.1030000000000000e-09,1.1030000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-7.2671271125290383e-17,-7.2671271125290383e-17
1.1039999999999999e-09,1.1040000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.5995319394009639e-17,-2.5995319394009639e-17
1.1050000000000000e-09,1.1050000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-9.6834116787336345e-18,-9.6834116787336345e-18
1.1059999999999999e-09,1.1060000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.4373110177623330e-17,-1.4373110177623330e-17
1.1070000000000000e-09,1.1070000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.0735890651675161e-17,-2.0735890651675161e-17
1.1079999999999999e-09,1.1080000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.3510326727772268e-17,-3.3510326727772268e-17
1.1090000000000000e-09,1.1090000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.2309032007558924e-17,2.2309032007558924e-17
1.1099999999999999e-09,1.1100000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.6645840697500942e-17,2.6645840697500942e-17
1.1110000000000000e-09,1.1110000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.4677124858577570e-17,-1.4677124858577570e-17
1.1119999999999999e-09,1.1120000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.5023631481114633e-17,1.5023631481114633e-17
1.1130000000000000e-09,1.1130000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-5.7058759841499116e-18,-5.7058759841499116e-18
1.1139999999999999e-09,1.1140000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.4874815733842822e-17,-1.4874815733842822e-17
1.1150000000000000e-09,1.1150000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.2756062275946920e-18,6.2756062275946920e-18
1.1160000000000001e-09,1.1160000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.3690865674588050e-17,2.3690865674588050e-17
1.1170000000000000e-09,1.1170000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.7900781566354168e-18,6.7900781566354168e-18
1.1180000000000001e-09,1.1180000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,9.3049891241434876e-18,9.3049891241434876e-18
1.1190000000000000e-09,1.1190000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.9794121040050852e-17,-1.9794121040050852e-17
1.1200000000000001e-09,1.1200000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.0322407547692590e-17,-2.0322407547692590e-17
1.1210000000000000e-09,1.1210000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.5271292666019070e-17,-1.5271292666019070e-17
1.1220000000000001e-09,1.1220000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-7.5118157405573165e-18,-7.5118157405573165e-18
1.1229999999999999e-09,1.1230000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.4224487162860628e-18,-2.4224487162860628e-18
1.1240000000000000e-09,1.1240000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-9.5888060400860959e-18,-9.5888060400860959e-18
1.1249999999999999e-09,1.1250000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.9809468070227036e-18,4.9809468070227036e-18
1.1260000000000000e-09,1.1260000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.4766588249103377e-18,-2.4766588249103377e-18
1.1269999999999999e-09,1.1270000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.1270875346946782e-17,-4.1270875346946782e-17
1.1280000000000000e-09,1.1280000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.5191742544261432e-18,-2.5191742544261432e-18
1.1289999999999999e-09,1.1290000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.3039284421350478e-17,-2.3039284421350478e-17
1.1300000000000000e-09,1.1300000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.5893818210028087e-17,-2.5893818210028087e-17
1.1309999999999999e-09,1.1310000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,8.6892839345494007e-18,8.6892839345494007e-18
1.1320000000000000e-09,1.1320000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,5.5192421896941996e-18,5.5192421896941996e-18
1.1329999999999999e-09,1.1330000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,9.5235321730665947e-18,9.5235321730665947e-18
1.1340000000000000e-09,1.1340000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.7894694196891899e-17,1.7894694196891899e-17
1.1349999999999999e-09,1.1350000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-5.6765916880849246e-18,-5.6765916880849246e-18
1.1360000000000000e-09,1.1360000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.3572595308862775e-18,-3.3572595308862775e-18
1.1369999999999999e-09,1.1370000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,3.0598826992154577e-18,3.0598826992154577e-18
1.1380000000000000e-09,1.1380000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.3915922486800786e-17,-1.3915922486800786e-17
1.1389999999999999e-09,1.1390000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.0406810349424271e-17,1.0406810349424271e-17
1.1400000000000000e-09,1.1400000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.2937098676434654e-17,2.2937098676434654e-17
1.1409999999999999e-09,1.1410000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-6.0315347504282022e-20,-6.0315347504282022e-20
1.1420000000000000e-09,1.1420000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.9768894436690226e-17,2.9768894436690226e-17
1.1429999999999999e-09,1.1430000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.3666188880846598e-18,7.3666188880846598e-18
1.1440000000000000e-09,1.1440000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.8683708512850579e-17,1.8683708512850579e-17
1.1450000000000001e-09,1.1450000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.9825166869837703e-18,-3.9825166869837703e-18
1.1460000000000000e-09,1.1460000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.4822862422416811e-17,1.4822862422416811e-17
1.1470000000000001e-09,1.1470000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.5228479083075867e-17,2.5228479083075867e-17
1.1480000000000000e-09,1.1480000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.6112347247996662e-17,1.6112347247996662e-17
1.1490000000000001e-09,1.1490000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.3772042199652796e-18,4.3772042199652796e-18
1.1500000000000000e-09,1.1500000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.7229852917550255e-17,2.7229852917550255e-17
1.1510000000000001e-09,1.1510000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,8.4658041341799857e-18,8.4658041341799857e-18
1.1520000000000000e-09,1.1520000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,3.3851973248133792e-17,3.3851973248133792e-17
1.1530000000000001e-09,1.1530000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-5.8342524342596439e-19,-5.8342524342596439e-19
1.1539999999999999e-09,1.1540000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.8469828868369950e-18,1.8469828868369950e-18
1.1550000000000000e-09,1.1550000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,3.6910818801513972e-17,3.6910818801513972e-17
1.1559999999999999e-09,1.1560000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.9477995302856479e-17,1.9477995302856479e-17
1.1570000000000000e-09,1.1570000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.7189933824375879e-18,4.7189933824375879e-18
1.1579999999999999e-09,1.1580000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.0880741856877956e-17,2.0880741856877956e-17
1.1590000000000000e-09,1.1590000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.8427819128837526e-17,-1.8427819128837526e-17
1.1599999999999999e-09,1.1600000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.8934867883010195e-17,-2.8934867883010195e-17
1.1610000000000000e-09,1.1610000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.3303547027746461e-18,-4.3303547027746461e-18
1.1619999999999999e-09,1.1620000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.1208686654723693e-17,-4.1208686654723693e-17
1.1630000000000000e-09,1.1630000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.8804571899567949e-17,-1.8804571899567949e-17
1.1639999999999999e-09,1.1640000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.7988205308657329e-17,-1.7988205308657329e-17
1.1650000000000000e-09,1.1650000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.7157210876714057e-17,-3.7157210876714057e-17
1.1659999999999999e-09,1.1660000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.9892363925500800e-17,-3.9892363925500800e-17
1.1670000000000000e-09,1.1670000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-7.8931011224652748e-18,-7.8931011224652748e-18
1.1679999999999999e-09,1.1680000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.8759240571575442e-17,-2.8759240571575442e-17
1.1690000000000000e-09,1.1690000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.2395817958311875e-17,-1.2395817958311875e-17
1.1699999999999999e-09,1.1700000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,3.6158116281194037e-19,3.6158116281194037e-19
1.1710000000000000e-09,1.1710000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.0859722962116610e-17,1.0859722962116610e-17
1.1719999999999999e-09,1.1720000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.8815848932477111e-17,2.8815848932477111e-17
1.1730000000000000e-09,1.1730000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.3588225851590523e-17,4.3588225851590523e-17
1.1739999999999999e-09,1.1740000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,5.4229299109282150e-17,5.4229299109282150e-17
1.1750000000000000e-09,1.1750000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,5.4586007939536885e-17,5.4586007939536885e-17
1.1760000000000001e-09,1.1760000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.7045944746119554e-17,6.7045944746119554e-17
1.1770000000000000e-09,1.1770000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.4406126183233811e-17,6.4406126183233811e-17
1.1780000000000001e-09,1.1780000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.9212271471343622e-17,4.9212271471343622e-17
1.1790000000000000e-09,1.1790000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,8.8051661285531299e-17,8.8051661285531299e-17
1.1800000000000001e-09,1.1800000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.7387317291593106e-17,7.7387317291593106e-17
1.1810000000000000e-09,1.1810000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.7609372800995512e-17,4.7609372800995512e-17
1.1820000000000001e-09,1.1820000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.6970019899310033e-17,7.6970019899310033e-17
1.1829999999999999e-09,1.1830000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,5.0102573203629251e-17,5.0102573203629251e-17
1.1840000000000000e-09,1.1840000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.8164378925082319e-17,4.8164378925082319e-17
1.1849999999999999e-09,1.1850000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,8.8024211006525100e-17,8.8024211006525100e-17
1.1860000000000000e-09,1.1860000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.4152392169173561e-17,7.4152392169173561e-17
1.1869999999999999e-09,1.1870000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.5329099700292904e-17,6.5329099700292904e-17
1.1880000000000000e-09,1.1880000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,3.6182166995226280e-17,3.6182166995226280e-17
1.1889999999999999e-09,1.1890000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.9663028899457112e-17,4.9663028899457112e-17
1.1900000000000000e-09,1.1900000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.3610489306982682e-17,2.3610489306982682e-17
1.1909999999999999e-09,1.1910000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.1517234365494524e-17,1.1517234365494524e-17
1.1920000000000000e-09,1.1920000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.2951494386118228e-17,-2.2951494386118228e-17
1.1929999999999999e-09,1.1930000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.3602068843140591e-17,-4.3602068843140591e-17
1.1940000000000000e-09,1.1940000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-6.6737022631417097e-17,-6.6737022631417097e-17
1.1949999999999999e-09,1.1950000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.6077322382907622e-17,-4.6077322382907622e-17
1.1960000000000000e-09,1.1960000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-5.5874305071643445e-17,-5.5874305071643445e-17
1.1969999999999999e-09,1.1970000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.4554694355413047e-17,-3.4554694355413047e-17
1.1980000000000000e-09,1.1980000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.3125789409617217e-17,-4.3125789409617217e-17
1.1989999999999999e-09,1.1990000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.2386089956985694e-17,-4.2386089956985694e-17
1.2000000000000000e-09,1.2000000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.4392002694770373e-17,-3.4392002694770373e-17
1.2009999999999999e-09,1.2010000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.1694753706320804e-18,-2.1694753706320804e-18
1.2020000000000000e-09,1.2020000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.0538603949203123e-17,-3.0538603949203123e-17
1.2029999999999999e-09,1.2030000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.7176029819938582e-18,7.7176029819938582e-18
1.2040000000000000e-09,1.2040000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-5.7808000196685111e-18,-5.7808000196685111e-18
1.2050000000000001e-09,1.2050000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.4540512037167070e-17,-3.4540512037167070e-17
1.2060000000000000e-09,1.2060000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.7717011643851093e-17,-1.7717011643851093e-17
1.2070000000000001e-09,1.2070000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.1824724445216662e-18,6.1824724445216662e-18
1.2080000000000000e-09,1.2080000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.5812034880535118e-17,2.5812034880535118e-17
1.2090000000000001e-09,1.2090000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.4591012796654957e-18,-2.4591012796654957e-18
1.2100000000000000e-09,1.2100000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.3682648923421956e-18,-2.3682648923421956e-18
1.2110000000000001e-09,1.2110000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,3.6245367492004309e-17,3.6245367492004309e-17
1.2120000000000000e-09,1.2120000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.7497385656177237e-17,2.7497385656177237e-17
1.2130000000000001e-09,1.2130000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.7747479772700726e-17,6.7747479772700726e-17
1.2139999999999999e-09,1.2140000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.9675642019437686e-17,7.9675642019437686e-17
1.2150000000000000e-09,1.2150000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.8565830632155076e-17,6.8565830632155076e-17
1.2159999999999999e-09,1.2160000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,5.3565084540598475e-17,5.3565084540598475e-17
1.2170000000000000e-09,1.2170000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.3202889569701061e-17,7.3202889569701061e-17
1.2179999999999999e-09,1.2180000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.8597401615720215e-17,7.8597401615720215e-17
1.2190000000000000e-09,1.2190000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.1853897612840659e-16,1.1853897612840659e-16
1.2199999999999999e-09,1.2200000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.7116238568225095e-17,7.7116238568225095e-17
1.2210000000000000e-09,1.2210000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.4218784013593260e-17,7.4218784013593260e-17
1.2219999999999999e-09,1.2220000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.8702979581689020e-17,6.8702979581689020e-17
1.2230000000000000e-09,1.2230000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.1687417084588790e-17,7.1687417084588790e-17
1.2239999999999999e-09,1.2240000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.9852314090288285e-17,6.9852314090288285e-17
1.2250000000000000e-09,1.2250000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,5.1805651196163292e-17,5.1805651196163292e-17
1.2259999999999999e-09,1.2260000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,8.9692539082411168e-18,8.9692539082411168e-18
1.2270000000000000e-09,1.2270000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.9281696725566919e-17,1.9281696725566919e-17
1.2279999999999999e-09,1.2280000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.1798945958584783e-19,4.1798945958584783e-19
1.2290000000000000e-09,1.2290000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.4106785951344788e-17,1.4106785951344788e-17
1.2299999999999999e-09,1.2300000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-6.8720349210169581e-18,-6.8720349210169581e-18
1.2310000000000000e-09,1.2310000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.3857860624515436e-17,-1.3857860624515436e-17
1.2319999999999999e-09,1.2320000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-4.4828423846164332e-17,-4.4828423846164332e-17
1.2330000000000000e-09,1.2330000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.6130434712929002e-17,-3.6130434712929002e-17
1.2339999999999999e-09,1.2340000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.3332772662224159e-17,-2.3332772662224159e-17
1.2350000000000000e-09,1.2350000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.3903624062978970e-17,-1.3903624062978970e-17
1.2360000000000001e-09,1.2360000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.7349881971581773e-17,-1.7349881971581773e-17
1.2370000000000000e-09,1.2370000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.1202795826542218e-17,-2.1202795826542218e-17
1.2380000000000001e-09,1.2380000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-3.4570643605069835e-17,-3.4570643605069835e-17
1.2390000000000000e-09,1.2390000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.5151591270861596e-17,-2.5151591270861596e-17
1.2400000000000001e-09,1.2400000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.6038948793193230e-17,-2.6038948793193230e-17
1.2410000000000000e-09,1.2410000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-9.6070225420127323e-18,-9.6070225420127323e-18
1.2420000000000001e-09,1.2420000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-2.6541748920645228e-17,-2.6541748920645228e-17
1.2429999999999999e-09,1.2430000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.2087836621978052e-18,-1.2087836621978052e-18
1.2440000000000000e-09,1.2440000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,-1.5091282141264800e-17,-1.5091282141264800e-17
1.2449999999999999e-09,1.2450000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,2.5781958492014228e-17,2.5781958492014228e-17
1.2460000000000000e-09,1.2460000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.8361971921381793e-17,4.8361971921381793e-17
1.2469999999999999e-09,1.2470000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,4.7878280228369226e-17,4.7878280228369226e-17
1.2480000000000000e-09,1.2480000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,5.4747937434470912e-17,5.4747937434470912e-17
1.2489999999999999e-09,1.2490000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,6.0225531711377107e-17,6.0225531711377107e-17
1.2500000000000000e-09,1.2500000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,7.1420254188821321e-17,7.1420254188821321e-17
1.2509999999999999e-09,1.2510000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.0549106844942066e-16,1.0549106844942066e-16
1.2520000000000000e-09,1.2520000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.3462023901581468e-16,1.3462023901581468e-16
1.2529999999999999e-09,1.2530000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.2571512837538493e-16,1.2571512837538493e-16
1.2540000000000000e-09,1.2540000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.1474836518500365e-16,1.1474836518500365e-16
1.2549999999999999e-09,1.2550000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.4030310570659210e-16,1.4030310570659210e-16
1.2560000000000000e-09,1.2560000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.3635454352143466e-16,1.3635454352143466e-16
1.2569999999999999e-09,1.2570000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.3140295795989061e-16,1.3140295795989061e-16
1.2580000000000000e-09,1.2580000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.2887387224729275e-16,1.2887387224729275e-16
1.2589999999999999e-09,1.2590000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,1.6592519722356528e-16,1.6592519722356528e-16
